"object","key","field","value","row_order","review_round","review_authority","ipcc_verdict","ipcc_source"
"PARAM_CATALOGUE","MW","definition","Mature body weight of an adult animal in moderate body condition, kg. PROJECT ASSUMPTION, not an IPCC default: IPCC publishes no mature-weight table. Enters only Eq 10.6, the growth term, so it has no effect where weight gain is zero. Eq 10.6 footnote 4 allows it to be read as the target weight for the animal stage of growth, which is how the per-sub-category values are set.",3,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MW","unit","kg",3,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MW","ipcc_default","300",3,"","","NO_IPCC_DEFAULT","Neither Table 10A.1 nor Table 10A.2 has a mature-weight column; the cited table does not contain this value. Reviewer R7 #3 listed 300 kg MW as unfindable in IPCC"
"PARAM_CATALOGUE","MW","suggested_uncertainty_pct","10",3,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","MW","suggested_distribution","normal",3,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MW","suggested_lower_bound",<NA>,3,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MW","suggested_upper_bound",<NA>,3,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MW","param_type","coefficient",3,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MW","param_tier","core",3,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MW","user_reducible","TRUE",3,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MW","ipcc_ref","",3,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MW","ipcc_software_name","(MW) — Mature body weight, used in NEg equation",3,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","WG","definition","Average daily weight gain — set 0 for non-growing (adult) animals",4,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","WG","unit","kg/day",4,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","WG","ipcc_default","0",4,"","","CONFIRMED","2019R V4 Ch10 Table 10A.1 (New), Africa dairy row, p.10.104: weight gain 0 for every dairy row"
"PARAM_CATALOGUE","WG","suggested_uncertainty_pct","30",4,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","WG","suggested_distribution","pert",4,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","WG","suggested_lower_bound",<NA>,4,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","WG","suggested_upper_bound",<NA>,4,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","WG","param_type","coefficient",4,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","WG","param_tier","core",4,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","WG","user_reducible","TRUE",4,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","WG","ipcc_ref","Table 10A.1",4,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","WG","ipcc_software_name","WG — Daily weight gain (Average Daily Feed Intake tab)",4,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Milk","definition","Average daily milk yield per head, calculated as total annual production divided by 365 (IPCC Vol.4 Ch.10). This is already averaged across the whole year including the dry period, so do NOT scale it by the share of the herd that is lactating or calving. Set 0 for sub-categories that do not produce milk.",5,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Milk","unit","kg/head/day",5,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Milk","ipcc_default","1.2",5,"R8 p7","reviewer","CONFIRMED","2019R V4 Ch10 Table 10A.1 (New), Africa LOW PRODUCTIVITY SYSTEMS row, p.10.104: milk yield 1.2 kg/day. Declared basis, adopted 2026-09-11: where Table 10A.1 offers an aggregate, a high-productivity and a low-productivity row, the tool takes LOW PRODUCTIVITY. That is the row whose Pasture/Range feeding situation matches Ca 0.17, and it is consistent with Bo 0.13, which Table 10.16A footnote 1 makes the Tier 1 default for other regions. The previous 3.5 was the Africa AGGREGATE row, a population-weighted average of the high (5.8) and low (1.2) productivity systems per footnote 4. Changing it overturns the value agreed at review round 8 page 7, which was right for the aggregate row; the basis, not the reading, is what changed."
"PARAM_CATALOGUE","Milk","suggested_uncertainty_pct","20",5,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","Milk","suggested_distribution","normal",5,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Milk","suggested_lower_bound",<NA>,5,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Milk","suggested_upper_bound",<NA>,5,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Milk","param_type","coefficient",5,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Milk","param_tier","core",5,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Milk","user_reducible","TRUE",5,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Milk","ipcc_ref","",5,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Milk","ipcc_software_name","Milk — Average daily milk production (kg/day)",5,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Fat","definition","Fat content of milk (% by weight)",6,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Fat","unit","%",6,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Fat","ipcc_default","4.3",6,"R8 p7","reviewer","CONFIRMED","2019R V4 Ch10 Table 10A.1 (New), Africa LOW PRODUCTIVITY SYSTEMS row, p.10.104: fat content 4.3%. Identical in the aggregate, high and low productivity rows, so the basis choice cannot move it. Agreed at review round 8 page 7 and unaffected."
"PARAM_CATALOGUE","Fat","suggested_uncertainty_pct","10",6,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","Fat","suggested_distribution","normal",6,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Fat","suggested_lower_bound",<NA>,6,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Fat","suggested_upper_bound",<NA>,6,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Fat","param_type","coefficient",6,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Fat","param_tier","core",6,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Fat","user_reducible","TRUE",6,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Fat","ipcc_ref","",6,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Fat","ipcc_software_name","Fat — Fat content of milk (% by weight)",6,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","pct_pregnant","definition","Fraction of females in this sub-category that are pregnant during the year, between 0 and 1 — includes pregnant heifers that have not yet calved. Weights Cpregnancy in IPCC Eq 10.13 (NEp) and the milk-N retention term in Eq 10.33; the tool also applies it as the lactation-weight in Eq 10.8 (NEl). For sub-categories where lactation and pregnancy populations differ, enter the pregnancy fraction.",7,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","pct_pregnant","unit","fraction (0-1)",7,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","pct_pregnant","ipcc_default","0.52",7,"","","CONFIRMED","2019R V4 Ch10 Table 10A.1 (New), Africa LOW PRODUCTIVITY SYSTEMS row, p.10.104: 52% pregnant. Declared basis, adopted 2026-09-11: where Table 10A.1 offers an aggregate, a high-productivity and a low-productivity row, the tool takes LOW PRODUCTIVITY. That is the row whose Pasture/Range feeding situation matches Ca 0.17, and it is consistent with Bo 0.13, which Table 10.16A footnote 1 makes the Tier 1 default for other regions. The previous 0.60 matched no row in either table."
"PARAM_CATALOGUE","pct_pregnant","suggested_uncertainty_pct","20",7,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","pct_pregnant","suggested_distribution","beta",7,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","pct_pregnant","suggested_lower_bound",<NA>,7,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","pct_pregnant","suggested_upper_bound",<NA>,7,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","pct_pregnant","param_type","coefficient",7,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","pct_pregnant","param_tier","core",7,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","pct_pregnant","user_reducible","TRUE",7,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","pct_pregnant","ipcc_ref","",7,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","pct_pregnant","ipcc_software_name","pct_pregnant — Fraction of females pregnant in a year (Cpregnancy weight in Eq 10.13; includes pregnant heifers)",7,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","DE","definition","Digestible energy as a percentage of gross energy — typical range 45-75%",8,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","DE","unit","%",8,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","DE","ipcc_default","51",8,"","","CONFIRMED","2019R V4 Ch10 Table 10A.1 (New), Africa LOW PRODUCTIVITY SYSTEMS row, p.10.104: digestibility of feed 51%. Declared basis, adopted 2026-09-11: where Table 10A.1 offers an aggregate, a high-productivity and a low-productivity row, the tool takes LOW PRODUCTIVITY. That is the row whose Pasture/Range feeding situation matches Ca 0.17, and it is consistent with Bo 0.13, which Table 10.16A footnote 1 makes the Tier 1 default for other regions. The previous 55% sat between the two tables and matched neither."
"PARAM_CATALOGUE","DE","suggested_uncertainty_pct","15",8,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","DE","suggested_distribution","normal",8,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","DE","suggested_lower_bound",<NA>,8,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","DE","suggested_upper_bound",<NA>,8,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","DE","param_type","coefficient",8,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","DE","param_tier","core",8,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","DE","user_reducible","TRUE",8,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","DE","ipcc_ref","Eq 10.14--16",8,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","DE","ipcc_software_name","DE% — Feed digestibility (%)",8,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cfi","definition","Maintenance energy coefficient — depends on sex and lactation status (IPCC Table 10.4)",9,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cfi","unit","MJ/day/kg^0.75",9,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cfi","ipcc_default","0.386",9,"","","CONFIRMED","2019R V4 Ch10 Table 10.4 (Updated), p.10.24: lactating cows 0.386"
"PARAM_CATALOGUE","Cfi","suggested_uncertainty_pct","30",9,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","Cfi","suggested_distribution","pert",9,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cfi","suggested_lower_bound",<NA>,9,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cfi","suggested_upper_bound",<NA>,9,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cfi","param_type","coefficient",9,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cfi","param_tier","advanced",9,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cfi","user_reducible","FALSE",9,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cfi","ipcc_ref","Table 10.4",9,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cfi","ipcc_software_name","Cfi — Coefficient for calculating Net Energy for Maintenance",9,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ca","definition","Activity coefficient for locomotion energy — depends on feeding situation (IPCC Table 10.5)",10,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ca","unit","dimensionless",10,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ca","ipcc_default","0.17",10,"","","CONFIRMED","2019R V4 Ch10 Table 10.5 (Updated), p.10.25: Pasture 0.17"
"PARAM_CATALOGUE","Ca","suggested_uncertainty_pct","30",10,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","Ca","suggested_distribution","triangular",10,"R8 p6","reviewer","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ca","suggested_lower_bound",<NA>,10,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ca","suggested_upper_bound",<NA>,10,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ca","param_type","coefficient",10,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ca","param_tier","advanced",10,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ca","user_reducible","FALSE",10,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ca","ipcc_ref","Table 10.5",10,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ca","ipcc_software_name","Ca — Activity coefficient",10,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","C","definition","Growth coefficient for the NEg equation — depends on sex and physiological status (IPCC Eq 10.6)",11,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","C","unit","dimensionless",11,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","C","ipcc_default","0.8",11,"","","CONFIRMED","2019R V4 Ch10 Eq 10.6 note: C = 0.8 females, 1.0 castrates, 1.2 bulls (NRC 1996)"
"PARAM_CATALOGUE","C","suggested_uncertainty_pct","30",11,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","C","suggested_distribution","triangular",11,"R8 p6","reviewer","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","C","suggested_lower_bound",<NA>,11,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","C","suggested_upper_bound",<NA>,11,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","C","param_type","coefficient",11,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","C","param_tier","advanced",11,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","C","user_reducible","FALSE",11,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","C","ipcc_ref","Eq 10.6",11,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","C","ipcc_software_name","(C) — Growth coefficient (sex-dependent: female 0.8 / castrate 1.0 / bull 1.2)",11,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cp","definition","Pregnancy coefficient — 0.10 for pregnant animals (IPCC Table 10.7)",12,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cp","unit","dimensionless",12,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cp","ipcc_default","0.1",12,"","","CONFIRMED","2019R V4 Ch10 Table 10.7 (Updated), constants for Eq 10.13: Cattle and Buffalo 0.10"
"PARAM_CATALOGUE","Cp","suggested_uncertainty_pct","10",12,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","Cp","suggested_distribution","beta",12,"R8 p6","reviewer","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cp","suggested_lower_bound",<NA>,12,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cp","suggested_upper_bound",<NA>,12,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cp","param_type","coefficient",12,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cp","param_tier","advanced",12,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cp","user_reducible","FALSE",12,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cp","ipcc_ref","Table 10.7",12,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Cp","ipcc_software_name","Cpregnancy — Coefficient for calculating Net Energy for Pregnancy",12,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","hours","definition","Daily working hours (Eq. 10.11) — set 0 if animals do no work; relevant only where animals are used for traction/load",13,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","hours","unit","hours/day",13,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","hours","ipcc_default","0",13,"","","CONFIRMED","2019R V4 Ch10 Table 10A.1 (New), Africa dairy row, p.10.104: work 0 hrs/day for every dairy row"
"PARAM_CATALOGUE","hours","suggested_uncertainty_pct","20",13,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","hours","suggested_distribution","pert",13,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","hours","suggested_lower_bound",<NA>,13,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","hours","suggested_upper_bound",<NA>,13,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","hours","param_type","coefficient",13,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","hours","param_tier","core",13,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","hours","user_reducible","TRUE",13,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","hours","ipcc_ref","Eq 10.11",13,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","hours","ipcc_software_name","(hours) — Daily working hours",13,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","CP","definition","Crude protein (CP%) content of the diet — used to estimate nitrogen excretion",14,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","CP","unit","%",14,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","CP","ipcc_default","9.6",14,"","","CONFIRMED","2019R V4 Ch10 Table 10A.1 (New), Africa LOW PRODUCTIVITY SYSTEMS row, p.10.104: CP in diet 9.6%. Declared basis, adopted 2026-09-11: where Table 10A.1 offers an aggregate, a high-productivity and a low-productivity row, the tool takes LOW PRODUCTIVITY. That is the row whose Pasture/Range feeding situation matches Ca 0.17, and it is consistent with Bo 0.13, which Table 10.16A footnote 1 makes the Tier 1 default for other regions. The previous 10.0% was the Table 10A.2 non-dairy grazing figure, which now sits on the non-dairy sub-categories instead."
"PARAM_CATALOGUE","CP","suggested_uncertainty_pct","15",14,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","CP","suggested_distribution","normal",14,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","CP","suggested_lower_bound",<NA>,14,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","CP","suggested_upper_bound",<NA>,14,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","CP","param_type","coefficient",14,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","CP","param_tier","core",14,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","CP","user_reducible","TRUE",14,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","CP","ipcc_ref","Eq 10.32",14,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","CP","ipcc_software_name","CP% — Percent crude protein in diet",14,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ym","definition","Methane conversion factor: % of gross energy in feed converted to methane (IPCC Table 10.12)",15,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ym","unit","%",15,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ym","ipcc_default","6.5",15,"","","CONFIRMED","2019R V4 Ch10 Table 10.12 (Updated): Low producing cows (<5000 kg/yr), DE <= 62, NDF > 38, Ym 6.5%. Footnote 4 restricts the dairy rows to LACTATING cows, which is exactly the dairy_cows sub-category, so 6.5 is right as the dairy default and wrong as the generic one: the same table gives 7.0 for non-dairy >75% forage and 4.0 for feedlot. See the Ym section of the provenance register"
"PARAM_CATALOGUE","Ym","suggested_uncertainty_pct","20",15,"internal","internal","CONFIRMED","2019R V4 Ch10 Table 10.12 (Updated) footnote 3: 'Uncertainty values are +/- 20% based on published standard deviations from Niu et al. (2018) and data compilations for non dairy cattle as described in Annex 10B.2'"
"PARAM_CATALOGUE","Ym","suggested_distribution","pert",15,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ym","suggested_lower_bound",<NA>,15,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ym","suggested_upper_bound",<NA>,15,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ym","param_type","coefficient",15,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ym","param_tier","advanced",15,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ym","user_reducible","FALSE",15,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ym","ipcc_ref","Table 10.12",15,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Ym","ipcc_software_name","Ym — Methane conversion factor (% of GE → CH4)",15,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Bo","definition","Maximum CH₄ producing capacity of manure (IPCC Table 10.16A)",16,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Bo","unit","m3 CH₄/kg VS",16,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Bo","ipcc_default","0.13",16,"internal","internal","CONFIRMED","2019R V4 Ch10 Table 10.16A (Updated), Other regions low productivity: dairy and non-dairy cattle both 0.13"
"PARAM_CATALOGUE","Bo","suggested_uncertainty_pct","15",16,"ours","ours","CONFIRMED","2019R V4 Ch10 Table 10.16A (Updated), Other regions low productivity footer: uncertainty +/- 15%"
"PARAM_CATALOGUE","Bo","suggested_distribution","pert",16,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Bo","suggested_lower_bound",<NA>,16,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Bo","suggested_upper_bound",<NA>,16,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Bo","param_type","coefficient",16,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Bo","param_tier","advanced",16,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Bo","user_reducible","FALSE",16,"","","META","Descriptive field, not a shipped numeric default"
